"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
11203,642,1017,63.13,"20200407"
11204,908,1456,62.36,"20200407"
11205,317,581,54.56,"20200407"
11206,536,945,56.72,"20200407"
11207,658,1087,60.53,"20200407"
11208,713,1100,64.82,"20200407"
11209,419,848,49.41,"20200407"
11210,663,1083,61.22,"20200407"
11211,948,1490,63.62,"20200407"
11212,584,920,63.48,"20200407"
11213,615,1002,61.38,"20200407"
11214,493,933,52.84,"20200407"
11215,265,619,42.81,"20200407"
11216,278,525,52.95,"20200407"
11217,228,447,51.01,"20200407"
11218,703,1186,59.27,"20200407"
11219,1314,1908,68.87,"20200407"
11220,556,893,62.26,"20200407"
11221,462,779,59.31,"20200407"
11222,177,392,45.15,"20200407"
11223,618,1118,55.28,"20200407"
11224,296,534,55.43,"20200407"
11225,450,716,62.85,"20200407"
11226,639,1032,61.92,"20200407"
11228,229,421,54.39,"20200407"
11229,565,1053,53.66,"20200407"
11230,1054,1670,63.11,"20200407"
11231,191,394,48.48,"20200407"
11232,193,304,63.49,"20200407"
11233,412,691,59.62,"20200407"
11234,759,1287,58.97,"20200407"
11235,588,1111,52.93,"20200407"
11236,871,1376,63.3,"20200407"
11237,320,485,65.98,"20200407"
11238,339,611,55.48,"20200407"
11239,172,267,64.42,"20200407"
11357,323,570,56.67,"20200407"
11355,412,653,63.09,"20200407"
11354,297,508,58.46,"20200407"
11356,205,378,54.23,"20200407"
11358,205,407,50.37,"20200407"
11360,118,265,44.53,"20200407"
11361,178,318,55.97,"20200407"
11362,124,257,48.25,"20200407"
11363,52,114,45.61,"20200407"
11364,196,360,54.44,"20200407"
11365,313,557,56.19,"20200407"
11366,196,314,62.42,"20200407"
11367,485,776,62.5,"20200407"
11368,1659,2132,77.81,"20200407"
11369,608,813,74.78,"20200407"
11370,633,1089,58.13,"20200407"
11372,916,1268,72.24,"20200407"
11373,1142,1663,68.67,"20200407"
11374,523,876,59.7,"20200407"
11375,744,1359,54.75,"20200407"
11377,736,1141,64.5,"20200407"
11378,263,463,56.8,"20200407"
11379,317,576,55.03,"20200407"
11385,767,1311,58.5,"20200407"
11411,309,424,72.88,"20200407"
11412,496,769,64.5,"20200407"
11413,528,815,64.79,"20200407"
11414,341,569,59.93,"20200407"
11415,231,389,59.38,"20200407"
11416,233,358,65.08,"20200407"
11417,315,502,62.75,"20200407"
11418,386,616,62.66,"20200407"
11419,386,615,62.76,"20200407"
11420,473,769,61.51,"20200407"
11421,397,604,65.73,"20200407"
11422,417,652,63.96,"20200407"
11423,336,511,65.75,"20200407"
11426,214,383,55.87,"20200407"
11427,323,529,61.06,"20200407"
11428,241,355,67.89,"20200407"
11434,752,1139,66.02,"20200407"
11432,590,911,64.76,"20200407"
11433,308,481,64.03,"20200407"
11435,550,917,59.98,"20200407"
11436,186,280,66.43,"20200407"
11691,822,1226,67.05,"20200407"
11692,214,332,64.46,"20200407"
11693,147,242,60.74,"20200407"
11694,267,457,58.42,"20200407"
11697,44,93,47.31,"20200407"
NA,4691,4811,97.51,"20200408"
99999,0,3,NA,"20200408"
10001,178,384,46.35,"20200408"
10002,421,836,50.36,"20200408"
10003,238,563,42.27,"20200408"
10004,20,47,42.55,"20200408"
10005,32,104,30.77,"20200408"
10006,8,36,22.22,"20200408"
10007,30,90,33.33,"20200408"
10009,308,691,44.57,"20200408"
10010,137,391,35.04,"20200408"
10011,316,660,47.88,"20200408"
10012,88,249,35.34,"20200408"
10013,135,310,43.55,"20200408"
10014,189,403,46.9,"20200408"
10016,354,843,41.99,"20200408"
10017,74,217,34.1,"20200408"
10018,120,259,46.33,"20200408"
10019,275,636,43.24,"20200408"
10021,298,799,37.3,"20200408"
10022,182,474,38.4,"20200408"
10023,275,723,38.04,"20200408"
10024,318,863,36.85,"20200408"
10025,466,1142,40.81,"20200408"
10026,231,470,49.15,"20200408"
10027,346,696,49.71,"20200408"
10028,264,667,39.58,"20200408"
10029,576,1135,50.75,"20200408"
10030,194,340,57.06,"20200408"
10031,433,710,60.99,"20200408"
10032,543,914,59.41,"20200408"
10033,474,779,60.85,"20200408"
10034,231,446,51.79,"20200408"
10035,321,611,52.54,"20200408"
10036,197,420,46.9,"20200408"
10037,157,302,51.99,"20200408"
10038,118,246,47.97,"20200408"
10039,187,355,52.68,"20200408"
10040,353,579,60.97,"20200408"
10044,71,165,43.03,"20200408"
10065,187,544,34.38,"20200408"
10069,32,81,39.51,"20200408"
10075,232,501,46.31,"20200408"
10128,317,834,38.01,"20200408"
10280,23,73,31.51,"20200408"
10282,36,67,53.73,"20200408"
10301,357,696,51.29,"20200408"
10302,169,343,49.27,"20200408"
10303,265,513,51.66,"20200408"
10304,515,1010,50.99,"20200408"
10305,410,948,43.25,"20200408"
10306,513,1239,41.4,"20200408"
10307,143,305,46.89,"20200408"
10308,270,639,42.25,"20200408"
10309,324,765,42.35,"20200408"
10310,217,492,44.11,"20200408"
10312,593,1253,47.33,"20200408"
10314,902,1944,46.4,"20200408"
10451,498,900,55.33,"20200408"
10452,735,1179,62.34,"20200408"
10453,790,1287,61.38,"20200408"
10454,355,612,58.01,"20200408"
10455,349,631,55.31,"20200408"
10456,802,1353,59.28,"20200408"
10457,679,1126,60.3,"20200408"
10458,676,1219,55.46,"20200408"
10459,482,839,57.45,"20200408"
10460,500,905,55.25,"20200408"
10461,687,1311,52.4,"20200408"
10462,807,1509,53.48,"20200408"
10463,536,1219,43.97,"20200408"
10464,46,127,36.22,"20200408"
10465,586,1225,47.84,"20200408"
10466,792,1373,57.68,"20200408"
10467,1209,2091,57.82,"20200408"
10468,810,1272,63.68,"20200408"
10469,988,1673,59.06,"20200408"
10470,167,314,53.18,"20200408"
10471,201,482,41.7,"20200408"
10472,620,1000,62,"20200408"
10473,693,1233,56.2,"20200408"
10474,106,174,60.92,"20200408"
10475,561,1002,55.99,"20200408"
11429,402,573,70.16,"20200408"
11004,250,391,63.94,"20200408"
11101,265,537,49.35,"20200408"
11102,235,431,54.52,"20200408"
11103,212,391,54.22,"20200408"
11104,186,324,57.41,"20200408"
11105,194,401,48.38,"20200408"
11106,248,479,51.77,"20200408"
11109,30,82,36.59,"20200408"
11201,293,737,39.76,"20200408"
11203,676,1070,63.18,"20200408"
11204,930,1505,61.79,"20200408"
11205,330,606,54.46,"20200408"
11206,556,987,56.33,"20200408"
11207,684,1144,59.79,"20200408"
11208,753,1168,64.47,"20200408"
11209,440,905,48.62,"20200408"
11210,699,1138,61.42,"20200408"
11211,974,1535,63.45,"20200408"
11212,613,968,63.33,"20200408"
11213,633,1043,60.69,"20200408"
11214,523,996,52.51,"20200408"
11215,276,654,42.2,"20200408"
11216,285,549,51.91,"20200408"
11217,239,478,50,"20200408"
11218,774,1299,59.58,"20200408"
11219,1417,2067,68.55,"20200408"
11220,585,959,61,"20200408"
11221,477,809,58.96,"20200408"
11222,181,414,43.72,"20200408"
11223,651,1188,54.8,"20200408"
11224,314,569,55.18,"20200408"
11225,469,751,62.45,"20200408"
11226,670,1090,61.47,"20200408"
11228,250,454,55.07,"20200408"
11229,603,1117,53.98,"20200408"
11230,1089,1742,62.51,"20200408"
11231,197,413,47.7,"20200408"
11232,203,317,64.04,"20200408"
11233,428,720,59.44,"20200408"
11234,807,1384,58.31,"20200408"
11235,630,1193,52.81,"20200408"
11236,938,1470,63.81,"20200408"
11237,334,509,65.62,"20200408"
11238,350,636,55.03,"20200408"
11239,179,281,63.7,"20200408"
11357,336,604,55.63,"20200408"
11355,426,681,62.56,"20200408"
11354,324,546,59.34,"20200408"
11356,209,391,53.45,"20200408"
11358,211,429,49.18,"20200408"
11360,123,283,43.46,"20200408"
11361,185,339,54.57,"20200408"
11362,127,266,47.74,"20200408"
11363,55,116,47.41,"20200408"
11364,200,375,53.33,"20200408"
11365,326,588,55.44,"20200408"
11366,199,322,61.8,"20200408"
11367,498,811,61.41,"20200408"
11368,1728,2231,77.45,"20200408"
11369,632,853,74.09,"20200408"
11370,654,1123,58.24,"20200408"
11372,957,1326,72.17,"20200408"
11373,1190,1732,68.71,"20200408"
11374,546,922,59.22,"20200408"
11375,777,1428,54.41,"20200408"
11377,772,1209,63.85,"20200408"
11378,274,491,55.8,"20200408"
11379,326,605,53.88,"20200408"
11385,804,1373,58.56,"20200408"
11411,317,444,71.4,"20200408"
11412,512,793,64.56,"20200408"
11413,549,853,64.36,"20200408"
11414,354,593,59.7,"20200408"
11415,239,407,58.72,"20200408"
11416,238,371,64.15,"20200408"
11417,323,522,61.88,"20200408"
11418,405,647,62.6,"20200408"
11419,398,642,61.99,"20200408"
11420,506,816,62.01,"20200408"
11421,418,645,64.81,"20200408"
11422,432,689,62.7,"20200408"
11423,356,544,65.44,"20200408"
11426,225,404,55.69,"20200408"
11427,334,549,60.84,"20200408"
11428,252,374,67.38,"20200408"
11434,785,1212,64.77,"20200408"
11432,601,937,64.14,"20200408"
11433,323,505,63.96,"20200408"
11435,567,963,58.88,"20200408"
11436,194,298,65.1,"20200408"
11691,861,1284,67.06,"20200408"
11692,226,350,64.57,"20200408"
11693,154,254,60.63,"20200408"
11694,277,481,57.59,"20200408"
11697,44,94,46.81,"20200408"
NA,1330,1459,91.16,"20200409"
99999,2,5,NA,"20200409"
10001,191,408,46.81,"20200409"
10002,456,889,51.29,"20200409"
10003,253,597,42.38,"20200409"
10004,21,48,43.75,"20200409"
10005,36,108,33.33,"20200409"
10006,8,39,20.51,"20200409"
10007,31,95,32.63,"20200409"
10009,333,730,45.62,"20200409"
10010,150,413,36.32,"20200409"
10011,329,678,48.53,"20200409"
10012,91,257,35.41,"20200409"
10013,140,322,43.48,"20200409"
10014,198,424,46.7,"20200409"
10016,389,906,42.94,"20200409"
10017,80,233,34.33,"20200409"
10018,126,270,46.67,"20200409"
10019,298,674,44.21,"20200409"
10021,325,836,38.88,"20200409"
10022,187,490,38.16,"20200409"
10023,289,753,38.38,"20200409"
10024,339,900,37.67,"20200409"
10025,513,1215,42.22,"20200409"
10026,255,514,49.61,"20200409"
10027,389,751,51.8,"20200409"
10028,284,716,39.66,"20200409"
10029,680,1276,53.29,"20200409"
10030,232,383,60.57,"20200409"
10031,483,779,62,"20200409"
10032,586,983,59.61,"20200409"
10033,521,850,61.29,"20200409"
10034,273,499,54.71,"20200409"
10035,358,668,53.59,"20200409"
10036,207,435,47.59,"20200409"
10037,194,344,56.4,"20200409"
10038,126,259,48.65,"20200409"
10039,214,392,54.59,"20200409"
10040,399,643,62.05,"20200409"
10044,81,176,46.02,"20200409"
10065,197,571,34.5,"20200409"
10069,33,83,39.76,"20200409"
10075,241,517,46.62,"20200409"
10128,352,891,39.51,"20200409"
10280,25,76,32.89,"20200409"
10282,37,76,48.68,"20200409"
10301,457,848,53.89,"20200409"
10302,236,446,52.91,"20200409"
10303,363,636,57.08,"20200409"
10304,634,1191,53.23,"20200409"
10305,540,1157,46.67,"20200409"
10306,705,1545,45.63,"20200409"
10307,186,370,50.27,"20200409"
10308,344,756,45.5,"20200409"
10309,416,913,45.56,"20200409"
10310,294,620,47.42,"20200409"
10312,794,1554,51.09,"20200409"
10314,1173,2394,49,"20200409"
10451,646,1087,59.43,"20200409"
10452,869,1345,64.61,"20200409"
10453,941,1475,63.8,"20200409"
10454,455,732,62.16,"20200409"
10455,457,762,59.97,"20200409"
10456,948,1541,61.52,"20200409"
10457,820,1308,62.69,"20200409"
10458,807,1386,58.23,"20200409"
10459,604,989,61.07,"20200409"
10460,649,1086,59.76,"20200409"
10461,837,1529,54.74,"20200409"
10462,987,1748,56.46,"20200409"
10463,681,1421,47.92,"20200409"
10464,63,154,40.91,"20200409"
10465,703,1418,49.58,"20200409"
10466,970,1623,59.77,"20200409"
10467,1442,2385,60.46,"20200409"
10468,995,1488,66.87,"20200409"
10469,1208,1950,61.95,"20200409"
10470,205,368,55.71,"20200409"
10471,245,553,44.3,"20200409"
10472,760,1170,64.96,"20200409"
10473,858,1460,58.77,"20200409"
10474,138,219,63.01,"20200409"
10475,707,1243,56.88,"20200409"
11429,432,615,70.24,"20200409"
11004,278,424,65.57,"20200409"
11101,298,580,51.38,"20200409"
11102,256,461,55.53,"20200409"
11103,243,433,56.12,"20200409"
11104,219,367,59.67,"20200409"
11105,226,445,50.79,"20200409"
11106,293,541,54.16,"20200409"
11109,30,87,34.48,"20200409"
11201,321,793,40.48,"20200409"
11203,792,1210,65.45,"20200409"
11204,994,1594,62.36,"20200409"
11205,347,642,54.05,"20200409"
11206,648,1105,58.64,"20200409"
11207,763,1253,60.89,"20200409"
11208,841,1296,64.89,"20200409"
11209,497,994,50,"20200409"
11210,776,1241,62.53,"20200409"
11211,1066,1659,64.26,"20200409"
11212,698,1078,64.75,"20200409"
11213,682,1107,61.61,"20200409"
11214,616,1113,55.35,"20200409"
11215,307,706,43.48,"20200409"
11216,318,596,53.36,"20200409"
11217,258,508,50.79,"20200409"
11218,856,1422,60.2,"20200409"
11219,1513,2199,68.8,"20200409"
11220,656,1048,62.6,"20200409"
11221,538,890,60.45,"20200409"
11222,205,450,45.56,"20200409"
11223,752,1316,57.14,"20200409"
11224,387,662,58.46,"20200409"
11225,541,844,64.1,"20200409"
11226,784,1230,63.74,"20200409"
11228,294,519,56.65,"20200409"
11229,674,1211,55.66,"20200409"
11230,1167,1865,62.57,"20200409"
11231,217,443,48.98,"20200409"
11232,222,342,64.91,"20200409"
11233,481,797,60.35,"20200409"
11234,944,1565,60.32,"20200409"
11235,757,1359,55.7,"20200409"
11236,1069,1641,65.14,"20200409"
11237,375,559,67.08,"20200409"
11238,381,677,56.28,"20200409"
11239,199,313,63.58,"20200409"
11357,373,659,56.6,"20200409"
11355,475,743,63.93,"20200409"
11354,366,608,60.2,"20200409"
11356,231,421,54.87,"20200409"
11358,246,478,51.46,"20200409"
11360,138,304,45.39,"20200409"
11361,207,378,54.76,"20200409"
11362,141,286,49.3,"20200409"
11363,63,124,50.81,"20200409"
11364,220,412,53.4,"20200409"
11365,358,632,56.65,"20200409"
11366,216,349,61.89,"20200409"
11367,541,862,62.76,"20200409"
11368,2132,2667,79.94,"20200409"
11369,746,985,75.74,"20200409"
11370,731,1211,60.36,"20200409"
11372,1232,1624,75.86,"20200409"
11373,1602,2173,73.72,"20200409"
11374,581,984,59.04,"20200409"
11375,825,1515,54.46,"20200409"
11377,962,1425,67.51,"20200409"
11378,318,547,58.14,"20200409"
11379,366,664,55.12,"20200409"
11385,885,1494,59.24,"20200409"
11411,341,483,70.6,"20200409"
11412,577,869,66.4,"20200409"
11413,622,951,65.4,"20200409"
11414,392,652,60.12,"20200409"
11415,251,427,58.78,"20200409"
11416,267,414,64.49,"20200409"
11417,370,588,62.93,"20200409"
11418,443,698,63.47,"20200409"
11419,443,699,63.38,"20200409"
11420,555,879,63.14,"20200409"
11421,481,724,66.44,"20200409"
11422,467,743,62.85,"20200409"
11423,412,612,67.32,"20200409"
11426,243,438,55.48,"20200409"
11427,367,596,61.58,"20200409"
11428,280,419,66.83,"20200409"
11434,895,1348,66.39,"20200409"
11432,710,1071,66.29,"20200409"
11433,394,592,66.55,"20200409"
11435,649,1068,60.77,"20200409"
11436,217,330,65.76,"20200409"
11691,941,1395,67.46,"20200409"
11692,246,379,64.91,"20200409"
11693,167,274,60.95,"20200409"
11694,302,519,58.19,"20200409"
11697,52,105,49.52,"20200409"
NA,1362,1506,90.44,"20200410"
10001,197,429,45.92,"20200410"
10002,492,949,51.84,"20200410"
10003,264,622,42.44,"20200410"
10004,22,53,41.51,"20200410"
10005,36,109,33.03,"20200410"
10006,8,39,20.51,"20200410"
10007,32,102,31.37,"20200410"
10009,348,782,44.5,"20200410"
10010,158,441,35.83,"20200410"
10011,341,695,49.06,"20200410"
10012,96,274,35.04,"20200410"
10013,149,341,43.7,"20200410"
10014,205,439,46.7,"20200410"
10016,412,950,43.37,"20200410"
10017,83,241,34.44,"20200410"
10018,140,296,47.3,"20200410"
10019,310,702,44.16,"20200410"
10021,350,885,39.55,"20200410"
10022,202,528,38.26,"20200410"
10023,312,799,39.05,"20200410"
10024,358,938,38.17,"20200410"
10025,567,1316,43.09,"20200410"
10026,274,548,50,"20200410"
10027,419,817,51.29,"20200410"
10028,297,749,39.65,"20200410"
10029,749,1417,52.86,"20200410"
10030,254,417,60.91,"20200410"
10031,536,845,63.43,"20200410"
10032,629,1052,59.79,"20200410"
10033,558,915,60.98,"20200410"
10034,297,543,54.7,"20200410"
10035,393,724,54.28,"20200410"
10036,212,457,46.39,"20200410"
10037,216,380,56.84,"20200410"
10038,135,278,48.56,"20200410"
10039,233,432,53.94,"20200410"
10040,434,693,62.63,"20200410"
10044,82,183,44.81,"20200410"
10065,207,593,34.91,"20200410"
10069,34,87,39.08,"20200410"
10075,252,541,46.58,"20200410"
10128,374,948,39.45,"20200410"
10280,27,79,34.18,"20200410"
10282,41,82,50,"20200410"
10301,524,999,52.45,"20200410"
10302,268,522,51.34,"20200410"
10303,412,736,55.98,"20200410"
10304,702,1366,51.39,"20200410"
10305,616,1345,45.8,"20200410"
10306,788,1781,44.24,"20200410"
10307,220,450,48.89,"20200410"
10308,380,867,43.83,"20200410"
10309,500,1117,44.76,"20200410"
10310,341,721,47.3,"20200410"
10312,918,1860,49.35,"20200410"
10314,1356,2828,47.95,"20200410"
10451,709,1192,59.48,"20200410"
10452,973,1491,65.26,"20200410"
10453,1042,1637,63.65,"20200410"
10454,510,811,62.89,"20200410"
10455,511,847,60.33,"20200410"
10456,1038,1693,61.31,"20200410"
10457,890,1415,62.9,"20200410"
10458,888,1534,57.89,"20200410"
10459,677,1099,61.6,"20200410"
10460,711,1180,60.25,"20200410"
10461,951,1750,54.34,"20200410"
10462,1114,1979,56.29,"20200410"
10463,769,1613,47.68,"20200410"
10464,71,179,39.66,"20200410"
10465,804,1627,49.42,"20200410"
10466,1115,1868,59.69,"20200410"
10467,1626,2669,60.92,"20200410"
10468,1096,1668,65.71,"20200410"
10469,1381,2226,62.04,"20200410"
10470,233,425,54.82,"20200410"
10471,278,622,44.69,"20200410"
10472,836,1291,64.76,"20200410"
10473,963,1652,58.29,"20200410"
10474,158,245,64.49,"20200410"
10475,813,1431,56.81,"20200410"
11004,300,462,64.94,"20200410"
11101,315,614,51.3,"20200410"
11102,272,491,55.4,"20200410"
11103,264,467,56.53,"20200410"
11104,243,399,60.9,"20200410"
11105,248,495,50.1,"20200410"
11106,312,578,53.98,"20200410"
11109,35,95,36.84,"20200410"
11201,344,840,40.95,"20200410"
11203,881,1345,65.5,"20200410"
11204,1034,1673,61.81,"20200410"
11205,360,674,53.41,"20200410"
11206,703,1208,58.2,"20200410"
11207,836,1365,61.25,"20200410"
11208,932,1423,65.5,"20200410"
11209,530,1066,49.72,"20200410"
11210,821,1317,62.34,"20200410"
11211,1128,1764,63.95,"20200410"
11212,764,1171,65.24,"20200410"
11213,726,1189,61.06,"20200410"
11214,678,1206,56.22,"20200410"
11215,319,740,43.11,"20200410"
11216,341,640,53.28,"20200410"
11217,279,539,51.76,"20200410"
11218,893,1484,60.18,"20200410"
11219,1562,2281,68.48,"20200410"
11220,695,1109,62.67,"20200410"
11221,586,963,60.85,"20200410"
11222,220,473,46.51,"20200410"
11223,809,1425,56.77,"20200410"
11224,434,735,59.05,"20200410"
11225,573,905,63.31,"20200410"
11226,859,1354,63.44,"20200410"
11228,316,558,56.63,"20200410"
11229,714,1281,55.74,"20200410"
11230,1221,1955,62.46,"20200410"
11231,223,469,47.55,"20200410"
11232,243,361,67.31,"20200410"
11233,534,881,60.61,"20200410"
11234,1029,1704,60.39,"20200410"
11235,824,1470,56.05,"20200410"
11236,1157,1785,64.82,"20200410"
11237,411,610,67.38,"20200410"
11238,407,716,56.84,"20200410"
11239,221,358,61.73,"20200410"
11354,412,674,61.13,"20200410"
11355,527,822,64.11,"20200410"
11356,255,452,56.42,"20200410"
11357,400,706,56.66,"20200410"
11358,259,504,51.39,"20200410"
11360,147,321,45.79,"20200410"
11361,224,404,55.45,"20200410"
11362,148,310,47.74,"20200410"
11363,65,130,50,"20200410"
11364,237,443,53.5,"20200410"
11365,401,710,56.48,"20200410"
11366,233,389,59.9,"20200410"
11367,566,936,60.47,"20200410"
11368,2248,2829,79.46,"20200410"
11369,813,1070,75.98,"20200410"
11370,797,1286,61.98,"20200410"
11372,1322,1769,74.73,"20200410"
11373,1737,2399,72.41,"20200410"
11374,625,1068,58.52,"20200410"
11375,859,1603,53.59,"20200410"
11377,1052,1575,66.79,"20200410"
11378,347,604,57.45,"20200410"
11379,394,727,54.2,"20200410"
11385,963,1613,59.7,"20200410"
11411,371,532,69.74,"20200410"
11412,631,964,65.46,"20200410"
11413,674,1036,65.06,"20200410"
11414,421,703,59.89,"20200410"
11415,276,471,58.6,"20200410"
11416,286,446,64.13,"20200410"
11417,383,623,61.48,"20200410"
11418,482,763,63.17,"20200410"
11419,483,765,63.14,"20200410"
11420,603,939,64.22,"20200410"
11421,537,800,67.12,"20200410"
11422,506,814,62.16,"20200410"
11423,442,675,65.48,"20200410"
11426,263,475,55.37,"20200410"
11427,395,647,61.05,"20200410"
11428,310,464,66.81,"20200410"
11429,482,681,70.78,"20200410"
11432,773,1183,65.34,"20200410"
11433,423,645,65.58,"20200410"
11434,968,1485,65.19,"20200410"
11435,707,1169,60.48,"20200410"
11436,240,361,66.48,"20200410"
11691,993,1479,67.14,"20200410"
11692,267,417,64.03,"20200410"
11693,184,302,60.93,"20200410"
11694,330,565,58.41,"20200410"
11697,61,119,51.26,"20200410"
11697,52,105,49.52,"20200410"
NA,1363,1508,90.38,"20200411"
10001,201,435,46.21,"20200411"
10002,500,970,51.55,"20200411"
10003,267,636,41.98,"20200411"
10004,22,54,40.74,"20200411"
10005,37,112,33.04,"20200411"
10006,8,39,20.51,"20200411"
10007,32,103,31.07,"20200411"
10009,349,797,43.79,"20200411"
10010,160,451,35.48,"20200411"
10011,342,704,48.58,"20200411"
10012,96,277,34.66,"20200411"
10013,151,347,43.52,"20200411"
10014,207,443,46.73,"20200411"
10016,417,964,43.26,"20200411"
10017,83,244,34.02,"20200411"
10018,148,318,46.54,"20200411"
10019,314,716,43.85,"20200411"
10021,360,906,39.74,"20200411"
10022,206,542,38.01,"20200411"
10023,315,809,38.94,"20200411"
10024,359,947,37.91,"20200411"
10025,582,1345,43.27,"20200411"
10026,279,562,49.64,"20200411"
10027,427,839,50.89,"20200411"
10028,302,764,39.53,"20200411"
10029,769,1455,52.85,"20200411"
10030,257,424,60.61,"20200411"
10031,542,858,63.17,"20200411"
10032,636,1066,59.66,"20200411"
10033,560,931,60.15,"20200411"
10034,300,550,54.55,"20200411"
10035,403,744,54.17,"20200411"
10036,214,465,46.02,"20200411"
10037,223,391,57.03,"20200411"
10038,137,281,48.75,"20200411"
10039,243,446,54.48,"20200411"
10040,437,702,62.25,"20200411"
10044,84,186,45.16,"20200411"
10065,207,601,34.44,"20200411"
10069,34,89,38.2,"20200411"
10075,257,552,46.56,"20200411"
10128,384,976,39.34,"20200411"
10280,27,79,34.18,"20200411"
10282,41,85,48.24,"20200411"
10301,538,1037,51.88,"20200411"
10302,275,541,50.83,"20200411"
10303,419,760,55.13,"20200411"
10304,718,1409,50.96,"20200411"
10305,636,1386,45.89,"20200411"
10306,809,1829,44.23,"20200411"
10307,225,469,47.97,"20200411"
10308,390,903,43.19,"20200411"
10309,508,1156,43.94,"20200411"
10310,355,752,47.21,"20200411"
10312,934,1929,48.42,"20200411"
10314,1402,2923,47.96,"20200411"
10451,730,1232,59.25,"20200411"
10452,986,1534,64.28,"20200411"
10453,1064,1690,62.96,"20200411"
10454,517,828,62.44,"20200411"
10455,523,867,60.32,"20200411"
10456,1057,1737,60.85,"20200411"
10457,907,1467,61.83,"20200411"
10458,902,1571,57.42,"20200411"
10459,693,1130,61.33,"20200411"
10460,725,1215,59.67,"20200411"
10461,965,1794,53.79,"20200411"
10462,1133,2039,55.57,"20200411"
10463,815,1696,48.05,"20200411"
10464,71,183,38.8,"20200411"
10465,816,1680,48.57,"20200411"
10466,1147,1938,59.18,"20200411"
10467,1653,2729,60.57,"20200411"
10468,1126,1721,65.43,"20200411"
10469,1417,2300,61.61,"20200411"
10470,238,439,54.21,"20200411"
10471,283,636,44.5,"20200411"
10472,854,1319,64.75,"20200411"
10473,986,1700,58,"20200411"
10474,159,250,63.6,"20200411"
10475,838,1484,56.47,"20200411"
11004,310,481,64.45,"20200411"
11101,322,627,51.36,"20200411"
11102,279,503,55.47,"20200411"
11103,273,485,56.29,"20200411"
11104,252,413,61.02,"20200411"
11105,254,513,49.51,"20200411"
11106,319,595,53.61,"20200411"
11109,35,98,35.71,"20200411"
11201,353,863,40.9,"20200411"
11203,910,1411,64.49,"20200411"
11204,1043,1699,61.39,"20200411"
11205,363,685,52.99,"20200411"
11206,718,1241,57.86,"20200411"
11207,856,1408,60.8,"20200411"
11208,953,1466,65.01,"20200411"
11209,538,1087,49.49,"20200411"
11210,838,1351,62.03,"20200411"
11211,1138,1799,63.26,"20200411"
11212,780,1213,64.3,"20200411"
11213,737,1213,60.76,"20200411"
11214,693,1237,56.02,"20200411"
11215,321,754,42.57,"20200411"
11216,347,664,52.26,"20200411"
11217,281,546,51.47,"20200411"
11218,904,1511,59.83,"20200411"
11219,1564,2312,67.65,"20200411"
11220,718,1156,62.11,"20200411"
11221,593,983,60.33,"20200411"
11222,225,481,46.78,"20200411"
11223,827,1470,56.26,"20200411"
11224,443,760,58.29,"20200411"
11225,588,944,62.29,"20200411"
11226,898,1412,63.6,"20200411"
11228,322,576,55.9,"20200411"
11229,721,1308,55.12,"20200411"
11230,1233,1994,61.84,"20200411"
11231,227,478,47.49,"20200411"
11232,248,374,66.31,"20200411"
11233,539,904,59.62,"20200411"
11234,1044,1750,59.66,"20200411"
11235,843,1513,55.72,"20200411"
11236,1184,1835,64.52,"20200411"
11237,421,627,67.15,"20200411"
11238,412,732,56.28,"20200411"
11239,230,378,60.85,"20200411"
11354,422,695,60.72,"20200411"
11355,538,848,63.44,"20200411"
11356,257,458,56.11,"20200411"
11357,408,724,56.35,"20200411"
11358,265,519,51.06,"20200411"
11360,153,333,45.95,"20200411"
11361,229,420,54.52,"20200411"
11362,158,323,48.92,"20200411"
11363,65,132,49.24,"20200411"
11364,242,456,53.07,"20200411"
11365,411,736,55.84,"20200411"
11366,236,403,58.56,"20200411"
11367,574,964,59.54,"20200411"
11368,2287,2893,79.05,"20200411"
11369,839,1107,75.79,"20200411"
11370,811,1312,61.81,"20200411"
11372,1355,1823,74.33,"20200411"
11373,1779,2490,71.45,"20200411"
11374,636,1105,57.56,"20200411"
11375,872,1644,53.04,"20200411"
11377,1072,1632,65.69,"20200411"
11378,358,626,57.19,"20200411"
11379,403,741,54.39,"20200411"
11385,977,1662,58.78,"20200411"
11411,387,554,69.86,"20200411"
11412,645,1001,64.44,"20200411"
11413,691,1080,63.98,"20200411"
11414,434,736,58.97,"20200411"
11415,284,481,59.04,"20200411"
11416,302,471,64.12,"20200411"
11417,393,646,60.84,"20200411"
11418,493,785,62.8,"20200411"
11419,495,792,62.5,"20200411"
11420,623,981,63.51,"20200411"
11421,555,834,66.55,"20200411"
11422,517,845,61.18,"20200411"
11423,453,702,64.53,"20200411"
11426,270,492,54.88,"20200411"
11427,407,669,60.84,"20200411"
11428,320,488,65.57,"20200411"
11429,496,708,70.06,"20200411"
11432,787,1219,64.56,"20200411"
11433,432,666,64.86,"20200411"
11434,997,1552,64.24,"20200411"
11435,726,1212,59.9,"20200411"
11436,245,377,64.99,"20200411"
11691,1019,1527,66.73,"20200411"
11692,277,437,63.39,"20200411"
11693,185,312,59.29,"20200411"
11694,342,587,58.26,"20200411"
11697,63,123,51.22,"20200411"
NA,1934,2082,92.89,"20200412"
10001,211,448,47.1,"20200412"
10002,539,1024,52.64,"20200412"
