"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
11101,398,808,49.26,"20200416"
11102,352,646,54.49,"20200416"
11103,343,644,53.26,"20200416"
11104,307,544,56.43,"20200416"
11105,323,674,47.92,"20200416"
11106,393,755,52.05,"20200416"
11109,41,119,34.45,"20200416"
11201,422,1038,40.66,"20200416"
11203,1256,1956,64.21,"20200416"
11204,1277,2116,60.35,"20200416"
11205,462,867,53.29,"20200416"
11206,923,1610,57.33,"20200416"
11207,1170,1971,59.36,"20200416"
11208,1304,2046,63.73,"20200416"
11209,737,1488,49.53,"20200416"
11210,1122,1796,62.47,"20200416"
11211,1363,2222,61.34,"20200416"
11212,1034,1648,62.74,"20200416"
11213,931,1557,59.79,"20200416"
11214,955,1683,56.74,"20200416"
11215,413,963,42.89,"20200416"
11216,461,866,53.23,"20200416"
11217,381,722,52.77,"20200416"
11218,1126,1880,59.89,"20200416"
11219,1914,2910,65.77,"20200416"
11220,936,1494,62.65,"20200416"
11221,773,1328,58.21,"20200416"
11222,294,613,47.96,"20200416"
11223,1089,1943,56.05,"20200416"
11224,622,1063,58.51,"20200416"
11225,763,1246,61.24,"20200416"
11226,1273,1981,64.26,"20200416"
11228,429,772,55.57,"20200416"
11229,1025,1797,57.04,"20200416"
11230,1510,2468,61.18,"20200416"
11231,274,572,47.9,"20200416"
11232,322,489,65.85,"20200416"
11233,754,1251,60.27,"20200416"
11234,1533,2563,59.81,"20200416"
11235,1206,2118,56.94,"20200416"
11236,1707,2631,64.88,"20200416"
11237,547,833,65.67,"20200416"
11238,509,911,55.87,"20200416"
11239,324,539,60.11,"20200416"
11354,599,988,60.63,"20200416"
11355,717,1154,62.13,"20200416"
11356,344,591,58.21,"20200416"
11357,524,936,55.98,"20200416"
11358,361,689,52.39,"20200416"
11360,200,431,46.4,"20200416"
11361,298,560,53.21,"20200416"
11362,197,419,47.02,"20200416"
11363,73,163,44.79,"20200416"
11364,314,607,51.73,"20200416"
11365,526,965,54.51,"20200416"
11366,286,511,55.97,"20200416"
11367,667,1177,56.67,"20200416"
11368,2701,3500,77.17,"20200416"
11369,1007,1378,73.08,"20200416"
11370,962,1561,61.63,"20200416"
11372,1629,2277,71.54,"20200416"
11373,2104,3032,69.39,"20200416"
11374,763,1373,55.57,"20200416"
11375,1095,2059,53.18,"20200416"
11377,1333,2062,64.65,"20200416"
11378,456,818,55.75,"20200416"
11379,509,963,52.86,"20200416"
11385,1252,2179,57.46,"20200416"
11411,468,718,65.18,"20200416"
11412,814,1318,61.76,"20200416"
11413,873,1418,61.57,"20200416"
11414,569,938,60.66,"20200416"
11415,347,613,56.61,"20200416"
11416,387,616,62.82,"20200416"
11417,508,845,60.12,"20200416"
11418,632,1006,62.82,"20200416"
11419,658,1057,62.25,"20200416"
11420,811,1311,61.86,"20200416"
11421,718,1109,64.74,"20200416"
11422,645,1101,58.58,"20200416"
11423,606,972,62.35,"20200416"
11426,334,614,54.4,"20200416"
11427,514,870,59.08,"20200416"
11428,428,680,62.94,"20200416"
11429,626,928,67.46,"20200416"
11432,1019,1598,63.77,"20200416"
11433,577,901,64.04,"20200416"
11434,1284,2063,62.24,"20200416"
11435,950,1596,59.52,"20200416"
11436,320,509,62.87,"20200416"
11691,1417,2113,67.06,"20200416"
11692,368,592,62.16,"20200416"
11693,239,411,58.15,"20200416"
11694,430,751,57.26,"20200416"
11697,72,145,49.66,"20200416"
NA,1816,2019,89.95,"20200417"
10001,251,545,46.06,"20200417"
10002,685,1297,52.81,"20200417"
10003,337,794,42.44,"20200417"
10004,24,60,40,"20200417"
10005,44,133,33.08,"20200417"
10006,14,54,25.93,"20200417"
10007,37,123,30.08,"20200417"
10009,494,1107,44.63,"20200417"
10010,195,536,36.38,"20200417"
10011,384,817,47,"20200417"
10012,113,318,35.53,"20200417"
10013,173,405,42.72,"20200417"
10014,230,509,45.19,"20200417"
10016,488,1147,42.55,"20200417"
10017,105,301,34.88,"20200417"
10018,163,360,45.28,"20200417"
10019,434,958,45.3,"20200417"
10021,419,1109,37.78,"20200417"
10022,243,647,37.56,"20200417"
10023,421,1054,39.94,"20200417"
10024,454,1185,38.31,"20200417"
10025,836,1889,44.26,"20200417"
10026,411,807,50.93,"20200417"
10027,633,1183,53.51,"20200417"
10028,359,956,37.55,"20200417"
10029,1110,2092,53.06,"20200417"
10030,331,544,60.85,"20200417"
10031,779,1221,63.8,"20200417"
10032,898,1468,61.17,"20200417"
10033,766,1227,62.43,"20200417"
10034,420,745,56.38,"20200417"
10035,607,1052,57.7,"20200417"
10036,286,617,46.35,"20200417"
10037,289,503,57.46,"20200417"
10038,163,336,48.51,"20200417"
10039,319,583,54.72,"20200417"
10040,593,941,63.02,"20200417"
10044,104,226,46.02,"20200417"
10065,238,708,33.62,"20200417"
10069,42,108,38.89,"20200417"
10075,299,646,46.28,"20200417"
10128,469,1246,37.64,"20200417"
10280,32,96,33.33,"20200417"
10282,53,111,47.75,"20200417"
10301,739,1418,52.12,"20200417"
10302,396,759,52.17,"20200417"
10303,573,1064,53.85,"20200417"
10304,943,1841,51.22,"20200417"
10305,829,1813,45.73,"20200417"
10306,1022,2376,43.01,"20200417"
10307,282,621,45.41,"20200417"
10308,486,1151,42.22,"20200417"
10309,646,1499,43.1,"20200417"
10310,464,1016,45.67,"20200417"
10312,1142,2473,46.18,"20200417"
10314,1832,3865,47.4,"20200417"
10451,981,1646,59.6,"20200417"
10452,1331,2078,64.05,"20200417"
10453,1381,2244,61.54,"20200417"
10454,674,1080,62.41,"20200417"
10455,727,1173,61.98,"20200417"
10456,1436,2387,60.16,"20200417"
10457,1209,1961,61.65,"20200417"
10458,1204,2098,57.39,"20200417"
10459,906,1479,61.26,"20200417"
10460,989,1671,59.19,"20200417"
10461,1209,2300,52.57,"20200417"
10462,1450,2648,54.76,"20200417"
10463,1102,2269,48.57,"20200417"
10464,94,237,39.66,"20200417"
10465,1027,2162,47.5,"20200417"
10466,1550,2654,58.4,"20200417"
10467,2154,3613,59.62,"20200417"
10468,1501,2320,64.7,"20200417"
10469,1911,3156,60.55,"20200417"
10470,305,576,52.95,"20200417"
10471,364,827,44.01,"20200417"
10472,1153,1813,63.6,"20200417"
10473,1264,2208,57.25,"20200417"
10474,210,340,61.76,"20200417"
10475,1169,2177,53.7,"20200417"
11004,377,608,62.01,"20200417"
11101,398,808,49.26,"20200417"
11102,352,646,54.49,"20200417"
11103,343,644,53.26,"20200417"
11104,307,544,56.43,"20200417"
11105,323,674,47.92,"20200417"
11106,393,755,52.05,"20200417"
11109,41,119,34.45,"20200417"
11201,422,1038,40.66,"20200417"
11203,1256,1956,64.21,"20200417"
11204,1277,2116,60.35,"20200417"
11205,462,867,53.29,"20200417"
11206,923,1610,57.33,"20200417"
11207,1170,1971,59.36,"20200417"
11208,1304,2046,63.73,"20200417"
11209,737,1488,49.53,"20200417"
11210,1122,1796,62.47,"20200417"
11211,1363,2222,61.34,"20200417"
11212,1034,1648,62.74,"20200417"
11213,931,1557,59.79,"20200417"
11214,955,1683,56.74,"20200417"
11215,413,963,42.89,"20200417"
11216,461,866,53.23,"20200417"
11217,381,722,52.77,"20200417"
11218,1126,1880,59.89,"20200417"
11219,1914,2910,65.77,"20200417"
11220,936,1494,62.65,"20200417"
11221,773,1328,58.21,"20200417"
11222,294,613,47.96,"20200417"
11223,1089,1943,56.05,"20200417"
11224,622,1063,58.51,"20200417"
11225,763,1246,61.24,"20200417"
11226,1273,1981,64.26,"20200417"
11228,429,772,55.57,"20200417"
11229,1025,1797,57.04,"20200417"
11230,1510,2468,61.18,"20200417"
11231,274,572,47.9,"20200417"
11232,322,489,65.85,"20200417"
11233,754,1251,60.27,"20200417"
11234,1533,2563,59.81,"20200417"
11235,1206,2118,56.94,"20200417"
11236,1707,2631,64.88,"20200417"
11237,547,833,65.67,"20200417"
11238,509,911,55.87,"20200417"
11239,324,539,60.11,"20200417"
11354,599,988,60.63,"20200417"
11355,717,1154,62.13,"20200417"
11356,344,591,58.21,"20200417"
11357,524,936,55.98,"20200417"
11358,361,689,52.39,"20200417"
11360,200,431,46.4,"20200417"
11361,298,560,53.21,"20200417"
11362,197,419,47.02,"20200417"
11363,73,163,44.79,"20200417"
11364,314,607,51.73,"20200417"
11365,526,965,54.51,"20200417"
11366,286,511,55.97,"20200417"
11367,667,1177,56.67,"20200417"
11368,2701,3500,77.17,"20200417"
11369,1007,1378,73.08,"20200417"
11370,962,1561,61.63,"20200417"
11372,1629,2277,71.54,"20200417"
11373,2104,3032,69.39,"20200417"
11374,763,1373,55.57,"20200417"
11375,1095,2059,53.18,"20200417"
11377,1333,2062,64.65,"20200417"
11378,456,818,55.75,"20200417"
11379,509,963,52.86,"20200417"
11385,1252,2179,57.46,"20200417"
11411,468,718,65.18,"20200417"
11412,814,1318,61.76,"20200417"
11413,873,1418,61.57,"20200417"
11414,569,938,60.66,"20200417"
11415,347,613,56.61,"20200417"
11416,387,616,62.82,"20200417"
11417,508,845,60.12,"20200417"
11418,632,1006,62.82,"20200417"
11419,658,1057,62.25,"20200417"
11420,811,1311,61.86,"20200417"
11421,718,1109,64.74,"20200417"
11422,645,1101,58.58,"20200417"
11423,606,972,62.35,"20200417"
11426,334,614,54.4,"20200417"
11427,514,870,59.08,"20200417"
11428,428,680,62.94,"20200417"
11429,626,928,67.46,"20200417"
11432,1019,1598,63.77,"20200417"
11433,577,901,64.04,"20200417"
11434,1284,2063,62.24,"20200417"
11435,950,1596,59.52,"20200417"
11436,320,509,62.87,"20200417"
11691,1417,2113,67.06,"20200417"
11692,368,592,62.16,"20200417"
11693,239,411,58.15,"20200417"
11694,430,751,57.26,"20200417"
11697,72,145,49.66,"20200417"
NA,1844,2051,89.91,"20200418"
10001,254,563,45.12,"20200418"
10002,695,1325,52.45,"20200418"
10003,342,812,42.12,"20200418"
10004,24,62,38.71,"20200418"
10005,44,134,32.84,"20200418"
10006,14,54,25.93,"20200418"
10007,39,127,30.71,"20200418"
10009,501,1150,43.57,"20200418"
10010,200,557,35.91,"20200418"
10011,390,834,46.76,"20200418"
10012,114,323,35.29,"20200418"
10013,177,417,42.45,"20200418"
10014,233,517,45.07,"20200418"
10016,496,1178,42.11,"20200418"
10017,105,306,34.31,"20200418"
10018,166,365,45.48,"20200418"
10019,435,979,44.43,"20200418"
10021,428,1139,37.58,"20200418"
10022,247,663,37.25,"20200418"
10023,427,1087,39.28,"20200418"
10024,466,1220,38.2,"20200418"
10025,847,1946,43.53,"20200418"
10026,421,832,50.6,"20200418"
10027,640,1215,52.67,"20200418"
10028,365,981,37.21,"20200418"
10029,1142,2159,52.89,"20200418"
10030,336,564,59.57,"20200418"
10031,794,1258,63.12,"20200418"
10032,919,1514,60.7,"20200418"
10033,785,1265,62.06,"20200418"
10034,433,780,55.51,"20200418"
10035,622,1083,57.43,"20200418"
10036,291,632,46.04,"20200418"
10037,296,521,56.81,"20200418"
10038,165,347,47.55,"20200418"
10039,323,603,53.57,"20200418"
10040,601,966,62.22,"20200418"
10044,110,241,45.64,"20200418"
10065,243,725,33.52,"20200418"
10069,43,112,38.39,"20200418"
10075,300,654,45.87,"20200418"
10128,476,1285,37.04,"20200418"
10280,32,100,32,"20200418"
10282,56,114,49.12,"20200418"
10301,761,1505,50.56,"20200418"
10302,415,813,51.05,"20200418"
10303,586,1139,51.45,"20200418"
10304,973,1946,50,"20200418"
10305,856,1924,44.49,"20200418"
10306,1053,2519,41.8,"20200418"
10307,287,647,44.36,"20200418"
10308,494,1210,40.83,"20200418"
10309,658,1569,41.94,"20200418"
10310,478,1073,44.55,"20200418"
10312,1165,2598,44.84,"20200418"
10314,1880,4079,46.09,"20200418"
10451,1017,1743,58.35,"20200418"
10452,1378,2185,63.07,"20200418"
10453,1432,2345,61.07,"20200418"
10454,705,1155,61.04,"20200418"
10455,759,1270,59.76,"20200418"
10456,1466,2457,59.67,"20200418"
10457,1250,2058,60.74,"20200418"
10458,1232,2167,56.85,"20200418"
10459,934,1544,60.49,"20200418"
10460,1018,1743,58.41,"20200418"
10461,1238,2377,52.08,"20200418"
10462,1496,2755,54.3,"20200418"
10463,1135,2352,48.26,"20200418"
10464,94,244,38.52,"20200418"
10465,1047,2230,46.95,"20200418"
10466,1606,2780,57.77,"20200418"
10467,2204,3754,58.71,"20200418"
10468,1551,2437,63.64,"20200418"
10469,1980,3302,59.96,"20200418"
10470,317,605,52.4,"20200418"
10471,382,856,44.63,"20200418"
10472,1190,1901,62.6,"20200418"
10473,1314,2310,56.88,"20200418"
10474,216,355,60.85,"20200418"
10475,1195,2281,52.39,"20200418"
11004,385,627,61.4,"20200418"
11101,406,845,48.05,"20200418"
11102,360,667,53.97,"20200418"
11103,353,671,52.61,"20200418"
11104,312,569,54.83,"20200418"
11105,332,700,47.43,"20200418"
11106,406,792,51.26,"20200418"
11109,40,122,32.79,"20200418"
11201,438,1079,40.59,"20200418"
11203,1298,2058,63.07,"20200418"
11204,1295,2167,59.76,"20200418"
11205,469,892,52.58,"20200418"
11206,947,1662,56.98,"20200418"
11207,1201,2056,58.41,"20200418"
11208,1352,2147,62.97,"20200418"
11209,755,1544,48.9,"20200418"
11210,1138,1863,61.08,"20200418"
11211,1379,2275,60.62,"20200418"
11212,1056,1721,61.36,"20200418"
11213,958,1618,59.21,"20200418"
11214,990,1763,56.15,"20200418"
11215,421,995,42.31,"20200418"
11216,474,898,52.78,"20200418"
11217,385,738,52.17,"20200418"
11218,1145,1924,59.51,"20200418"
11219,1936,2954,65.54,"20200418"
11220,968,1567,61.77,"20200418"
11221,788,1375,57.31,"20200418"
11222,297,630,47.14,"20200418"
11223,1109,1996,55.56,"20200418"
11224,643,1116,57.62,"20200418"
11225,797,1309,60.89,"20200418"
11226,1306,2079,62.82,"20200418"
11228,439,803,54.67,"20200418"
11229,1043,1854,56.26,"20200418"
11230,1550,2558,60.59,"20200418"
11231,285,593,48.06,"20200418"
11232,329,504,65.28,"20200418"
11233,782,1312,59.6,"20200418"
11234,1568,2669,58.75,"20200418"
11235,1258,2231,56.39,"20200418"
11236,1760,2756,63.86,"20200418"
11237,557,855,65.15,"20200418"
11238,517,941,54.94,"20200418"
11239,337,568,59.33,"20200418"
11354,654,1073,60.95,"20200418"
11355,756,1239,61.02,"20200418"
11356,351,621,56.52,"20200418"
11357,539,995,54.17,"20200418"
11358,368,724,50.83,"20200418"
11360,206,454,45.37,"20200418"
11361,302,590,51.19,"20200418"
11362,199,431,46.17,"20200418"
11363,75,170,44.12,"20200418"
11364,322,642,50.16,"20200418"
11365,544,1015,53.6,"20200418"
11366,296,530,55.85,"20200418"
11367,685,1231,55.65,"20200418"
11368,2749,3622,75.9,"20200418"
11369,1033,1438,71.84,"20200418"
11370,974,1610,60.5,"20200418"
11372,1680,2405,69.85,"20200418"
11373,2155,3169,68,"20200418"
11374,779,1410,55.25,"20200418"
11375,1125,2128,52.87,"20200418"
11377,1377,2164,63.63,"20200418"
11378,468,861,54.36,"20200418"
11379,520,1010,51.49,"20200418"
11385,1288,2298,56.05,"20200418"
11411,480,756,63.49,"20200418"
11412,836,1372,60.93,"20200418"
11413,890,1476,60.3,"20200418"
11414,583,977,59.67,"20200418"
11415,359,647,55.49,"20200418"
11416,398,646,61.61,"20200418"
11417,524,891,58.81,"20200418"
11418,661,1064,62.12,"20200418"
11419,687,1132,60.69,"20200418"
11420,839,1399,59.97,"20200418"
11421,739,1173,63,"20200418"
11422,660,1152,57.29,"20200418"
11423,631,1023,61.68,"20200418"
11426,348,643,54.12,"20200418"
11427,525,898,58.46,"20200418"
11428,453,723,62.66,"20200418"
11429,642,971,66.12,"20200418"
11432,1041,1664,62.56,"20200418"
11433,593,956,62.03,"20200418"
11434,1321,2168,60.93,"20200418"
11435,980,1683,58.23,"20200418"
11436,329,542,60.7,"20200418"
11691,1459,2203,66.23,"20200418"
11692,376,617,60.94,"20200418"
11693,248,431,57.54,"20200418"
11694,450,797,56.46,"20200418"
11697,73,149,48.99,"20200418"
NA,1864,2078,89.7,"20200419"
10001,260,571,45.53,"20200419"
10002,712,1358,52.43,"20200419"
10003,347,830,41.81,"20200419"
10004,24,64,37.5,"20200419"
10005,44,137,32.12,"20200419"
10006,14,54,25.93,"20200419"
10007,40,130,30.77,"20200419"
10009,518,1180,43.9,"20200419"
10010,201,561,35.83,"20200419"
10011,394,852,46.24,"20200419"
10012,116,330,35.15,"20200419"
10013,179,426,42.02,"20200419"
10014,233,529,44.05,"20200419"
10016,502,1197,41.94,"20200419"
10017,107,310,34.52,"20200419"
10018,168,375,44.8,"20200419"
10019,441,999,44.14,"20200419"
10021,431,1148,37.54,"20200419"
10022,250,668,37.43,"20200419"
10023,433,1105,39.19,"20200419"
10024,472,1235,38.22,"20200419"
10025,875,2000,43.75,"20200419"
10026,428,856,50,"20200419"
10027,654,1244,52.57,"20200419"
10028,371,1003,36.99,"20200419"
10029,1162,2222,52.3,"20200419"
10030,351,590,59.49,"20200419"
10031,807,1282,62.95,"20200419"
10032,937,1556,60.22,"20200419"
10033,801,1298,61.71,"20200419"
10034,439,797,55.08,"20200419"
10035,636,1111,57.25,"20200419"
10036,301,656,45.88,"20200419"
10037,297,533,55.72,"20200419"
10038,166,352,47.16,"20200419"
10039,328,615,53.33,"20200419"
10040,614,988,62.15,"20200419"
10044,118,255,46.27,"20200419"
10065,244,735,33.2,"20200419"
10069,44,114,38.6,"20200419"
10075,302,667,45.28,"20200419"
10128,489,1312,37.27,"20200419"
10280,32,103,31.07,"20200419"
10282,56,114,49.12,"20200419"
10301,806,1588,50.76,"20200419"
10302,428,845,50.65,"20200419"
10303,613,1198,51.17,"20200419"
10304,1001,2003,49.98,"20200419"
10305,883,2001,44.13,"20200419"
10306,1087,2625,41.41,"20200419"
10307,305,686,44.46,"20200419"
10308,504,1242,40.58,"20200419"
10309,672,1626,41.33,"20200419"
10310,506,1136,44.54,"20200419"
10312,1204,2694,44.69,"20200419"
10314,1955,4238,46.13,"20200419"
10451,1059,1826,58,"20200419"
10452,1412,2244,62.92,"20200419"
10453,1474,2435,60.53,"20200419"
10454,719,1185,60.68,"20200419"
10455,795,1337,59.46,"20200419"
10456,1518,2557,59.37,"20200419"
10457,1286,2126,60.49,"20200419"
10458,1269,2244,56.55,"20200419"
10459,956,1586,60.28,"20200419"
10460,1041,1788,58.22,"20200419"
10461,1266,2447,51.74,"20200419"
10462,1529,2839,53.86,"20200419"
10463,1168,2451,47.65,"20200419"
10464,95,247,38.46,"20200419"
10465,1078,2312,46.63,"20200419"
10466,1650,2860,57.69,"20200419"
10467,2245,3851,58.3,"20200419"
10468,1591,2530,62.89,"20200419"
10469,2042,3422,59.67,"20200419"
10470,321,617,52.03,"20200419"
10471,388,881,44.04,"20200419"
10472,1239,1977,62.67,"20200419"
10473,1331,2367,56.23,"20200419"
10474,223,380,58.68,"20200419"
10475,1225,2348,52.17,"20200419"
11004,397,653,60.8,"20200419"
11101,423,881,48.01,"20200419"
11102,379,698,54.3,"20200419"
11103,362,701,51.64,"20200419"
11104,316,588,53.74,"20200419"
11105,344,732,46.99,"20200419"
11106,417,830,50.24,"20200419"
11109,41,125,32.8,"20200419"
11201,447,1101,40.6,"20200419"
11203,1329,2138,62.16,"20200419"
11204,1325,2234,59.31,"20200419"
11205,475,910,52.2,"20200419"
11206,975,1704,57.22,"20200419"
11207,1233,2136,57.72,"20200419"
11208,1383,2216,62.41,"20200419"
11209,772,1590,48.55,"20200419"
11210,1162,1931,60.18,"20200419"
11211,1399,2332,59.99,"20200419"
11212,1086,1793,60.57,"20200419"
11213,972,1653,58.8,"20200419"
11214,1016,1825,55.67,"20200419"
11215,432,1021,42.31,"20200419"
11216,484,929,52.1,"20200419"
11217,397,762,52.1,"20200419"
11218,1163,1967,59.13,"20200419"
11219,1961,3018,64.98,"20200419"
11220,997,1615,61.73,"20200419"
11221,801,1410,56.81,"20200419"
11222,306,643,47.59,"20200419"
11223,1134,2049,55.34,"20200419"
11224,657,1147,57.28,"20200419"
11225,814,1359,59.9,"20200419"
11226,1336,2170,61.57,"20200419"
11228,449,826,54.36,"20200419"
11229,1064,1912,55.65,"20200419"
11230,1573,2615,60.15,"20200419"
11231,289,604,47.85,"20200419"
11232,337,514,65.56,"20200419"
11233,802,1361,58.93,"20200419"
11234,1602,2755,58.15,"20200419"
11235,1293,2304,56.12,"20200419"
11236,1828,2903,62.97,"20200419"
11237,567,892,63.57,"20200419"
11238,529,968,54.65,"20200419"
11239,339,578,58.65,"20200419"
11354,675,1111,60.76,"20200419"
11355,777,1286,60.42,"20200419"
11356,358,641,55.85,"20200419"
11357,560,1051,53.28,"20200419"
11358,377,743,50.74,"20200419"
11360,209,468,44.66,"20200419"
11361,305,603,50.58,"20200419"
11362,202,448,45.09,"20200419"
11363,76,175,43.43,"20200419"
11364,330,668,49.4,"20200419"
11365,562,1043,53.88,"20200419"
11366,298,538,55.39,"20200419"
11367,694,1279,54.26,"20200419"
11368,2817,3755,75.02,"20200419"
11369,1055,1483,71.14,"20200419"
11370,998,1670,59.76,"20200419"
11372,1732,2489,69.59,"20200419"
11373,2196,3259,67.38,"20200419"
11374,792,1449,54.66,"20200419"
11375,1138,2175,52.32,"20200419"
11377,1404,2231,62.93,"20200419"
11378,486,894,54.36,"20200419"
11379,531,1047,50.72,"20200419"
11385,1325,2387,55.51,"20200419"
11411,486,777,62.55,"20200419"
11412,859,1426,60.24,"20200419"
11413,917,1537,59.66,"20200419"
11414,588,1004,58.57,"20200419"
11415,366,664,55.12,"20200419"
11416,412,680,60.59,"20200419"
11417,535,925,57.84,"20200419"
11418,675,1097,61.53,"20200419"
11419,720,1190,60.5,"20200419"
11420,863,1447,59.64,"20200419"
11421,760,1216,62.5,"20200419"
11422,679,1189,57.11,"20200419"
11423,653,1070,61.03,"20200419"
11426,356,661,53.86,"20200419"
11427,541,925,58.49,"20200419"
11428,470,751,62.58,"20200419"
11429,660,1002,65.87,"20200419"
11432,1077,1740,61.9,"20200419"
11433,612,1004,60.96,"20200419"
11434,1356,2245,60.4,"20200419"
11435,1009,1753,57.56,"20200419"
11436,342,567,60.32,"20200419"
11691,1496,2272,65.85,"20200419"
11692,392,644,60.87,"20200419"
11693,256,444,57.66,"20200419"
11694,458,823,55.65,"20200419"
11697,73,150,48.67,"20200419"
NA,1842,2065,89.2,"20200420"
10001,261,582,44.85,"20200420"
10002,716,1384,51.73,"20200420"
10003,351,840,41.79,"20200420"
10004,25,65,38.46,"20200420"
10005,44,137,32.12,"20200420"
10006,14,55,25.45,"20200420"
10007,41,134,30.6,"20200420"
10009,522,1194,43.72,"20200420"
10010,202,570,35.44,"20200420"
10011,398,872,45.64,"20200420"
10012,118,334,35.33,"20200420"
10013,179,431,41.53,"20200420"
10014,235,533,44.09,"20200420"
10016,506,1208,41.89,"20200420"
10017,108,316,34.18,"20200420"
10018,168,377,44.56,"20200420"
10019,443,1015,43.65,"20200420"
10021,431,1152,37.41,"20200420"
10022,251,680,36.91,"20200420"
10023,434,1120,38.75,"20200420"
10024,476,1255,37.93,"20200420"
10025,888,2040,43.53,"20200420"
10026,438,876,50,"20200420"
10027,661,1266,52.21,"20200420"
10028,375,1011,37.09,"20200420"
10029,1180,2267,52.05,"20200420"
10030,356,606,58.75,"20200420"
10031,818,1307,62.59,"20200420"
10032,944,1581,59.71,"20200420"
10033,806,1312,61.43,"20200420"
10034,445,823,54.07,"20200420"
10035,651,1136,57.31,"20200420"
10036,304,679,44.77,"20200420"
10037,299,540,55.37,"20200420"
10038,167,355,47.04,"20200420"
10039,333,634,52.52,"20200420"
10040,621,1003,61.91,"20200420"
10044,122,262,46.56,"20200420"
10065,244,741,32.93,"20200420"
10069,44,115,38.26,"20200420"
10075,305,680,44.85,"20200420"
10128,491,1327,37,"20200420"
10280,32,104,30.77,"20200420"
10282,56,117,47.86,"20200420"
10301,822,1656,49.64,"20200420"
10302,437,881,49.6,"20200420"
10303,619,1239,49.96,"20200420"
10304,1014,2060,49.22,"20200420"
10305,891,2054,43.38,"20200420"
10306,1099,2709,40.57,"20200420"
10307,307,706,43.48,"20200420"
10308,507,1277,39.7,"20200420"
10309,680,1681,40.45,"20200420"
10310,520,1177,44.18,"20200420"
10312,1211,2739,44.21,"20200420"
10314,1978,4368,45.28,"20200420"
10451,1079,1880,57.39,"20200420"
10452,1443,2323,62.12,"20200420"
10453,1499,2516,59.58,"20200420"
10454,731,1233,59.29,"20200420"
10455,806,1379,58.45,"20200420"
10456,1548,2645,58.53,"20200420"
10457,1315,2206,59.61,"20200420"
10458,1302,2330,55.88,"20200420"
10459,979,1647,59.44,"20200420"
10460,1065,1843,57.79,"20200420"
10461,1288,2528,50.95,"20200420"
10462,1564,2935,53.29,"20200420"
10463,1214,2549,47.63,"20200420"
10464,96,255,37.65,"20200420"
10465,1090,2379,45.82,"20200420"
10466,1665,2948,56.48,"20200420"
10467,2290,3983,57.49,"20200420"
10468,1619,2619,61.82,"20200420"
10469,2071,3542,58.47,"20200420"
10470,329,647,50.85,"20200420"
10471,393,906,43.38,"20200420"
10472,1257,2048,61.38,"20200420"
10473,1340,2427,55.21,"20200420"
10474,227,391,58.06,"20200420"
10475,1249,2466,50.65,"20200420"
11004,403,669,60.24,"20200420"
11101,429,904,47.46,"20200420"
11102,387,730,53.01,"20200420"
11103,367,715,51.33,"20200420"
11104,321,600,53.5,"20200420"
11105,348,758,45.91,"20200420"
11106,421,851,49.47,"20200420"
11109,41,125,32.8,"20200420"
11201,450,1113,40.43,"20200420"
11203,1349,2221,60.74,"20200420"
11204,1338,2279,58.71,"20200420"
11205,482,925,52.11,"20200420"
11206,991,1741,56.92,"20200420"
11207,1267,2240,56.56,"20200420"
11208,1408,2297,61.3,"20200420"
11209,783,1634,47.92,"20200420"
11210,1183,1993,59.36,"20200420"
11211,1410,2364,59.64,"20200420"
11212,1102,1852,59.5,"20200420"
11213,989,1702,58.11,"20200420"
11214,1028,1873,54.89,"20200420"
11215,437,1045,41.82,"20200420"
11216,489,958,51.04,"20200420"
11217,398,770,51.69,"20200420"
11218,1173,2000,58.65,"20200420"
11219,1973,3067,64.33,"20200420"
11220,1006,1647,61.08,"20200420"
11221,816,1449,56.31,"20200420"
11222,310,657,47.18,"20200420"
11223,1147,2095,54.75,"20200420"
11224,673,1187,56.7,"20200420"
11225,824,1406,58.61,"20200420"
11226,1358,2252,60.3,"20200420"
11228,457,853,53.58,"20200420"
11229,1079,1970,54.77,"20200420"
11230,1584,2679,59.13,"20200420"
11231,291,613,47.47,"20200420"
11232,342,525,65.14,"20200420"
11233,824,1414,58.27,"20200420"
11234,1626,2832,57.42,"20200420"
11235,1315,2360,55.72,"20200420"
11236,1859,2989,62.19,"20200420"
11237,581,930,62.47,"20200420"
11238,535,983,54.43,"20200420"
11239,342,593,57.67,"20200420"
11354,692,1157,59.81,"20200420"
11355,799,1341,59.58,"20200420"
11356,364,660,55.15,"20200420"
11357,570,1079,52.83,"20200420"
11358,383,765,50.07,"20200420"
11360,212,483,43.89,"20200420"
11361,308,625,49.28,"20200420"
11362,204,463,44.06,"20200420"
11363,76,177,42.94,"20200420"
11364,336,691,48.63,"20200420"
11365,569,1070,53.18,"20200420"
11366,302,550,54.91,"20200420"
11367,703,1318,53.34,"20200420"
11368,2863,3849,74.38,"20200420"
11369,1066,1516,70.32,"20200420"
11370,1012,1700,59.53,"20200420"
11372,1741,2538,68.6,"20200420"
11373,2226,3347,66.51,"20200420"
11374,807,1491,54.12,"20200420"
11375,1147,2216,51.76,"20200420"
11377,1419,2296,61.8,"20200420"
11378,492,922,53.36,"20200420"
11379,541,1081,50.05,"20200420"
11385,1345,2447,54.97,"20200420"
11411,492,801,61.42,"20200420"
11412,871,1464,59.49,"20200420"
11413,927,1571,59.01,"20200420"
