date,tests1,tests2,tests3,tests4,tests,pos1,pos2,pos3,pos4,daily.pos,cases,sym_pos1,sym_pos2,sym_pos3,sym_pos4,sym_cases,hosps1,hosps2,hosps3,hosps4,Hospitalizations,hosp_deaths1,hosp_deaths2,hosp_deaths3,hosp_deaths4,hosp_deaths,deaths1,deaths2,deaths3,deaths4,deaths
2021-01-16,363,1168,508,182,2221,58,180,53,12,303,73186,29,118,33,5,43127,2,4,3,3,12,0,0,1,4,758,0,0,2,5,1228
2021-01-17,98,314,187,86,685,19,56,26,16,117,73303,8,35,13,13,43196,0,2,4,14,20,0,0,1,3,762,0,0,1,4,1233
2021-01-18,311,1226,509,191,2237,51,211,86,39,387,73690,26,144,54,16,43436,1,0,4,7,12,0,1,0,1,764,0,2,1,1,1237
2021-01-19,465,1577,652,228,2922,90,227,73,23,413,74103,44,161,48,16,43705,0,2,7,7,16,0,0,1,3,768,0,0,2,4,1243
2021-01-20,414,1509,538,145,2606,77,220,64,24,385,74488,49,141,49,18,43962,0,1,8,9,18,0,0,0,1,769,0,0,0,2,1245
2021-01-21,336,1403,470,148,2357,53,233,73,17,376,74864,25,155,55,10,44207,0,6,10,8,24,0,0,1,3,773,0,0,1,5,1251
2021-01-22,345,1276,534,190,2345,65,181,72,26,344,75208,35,118,47,16,44423,0,6,9,6,21,0,0,1,2,776,0,0,2,5,1258
2021-01-23,327,991,459,137,1914,54,148,58,15,275,75483,32,99,39,10,44603,1,3,3,2,9,0,0,0,2,778,0,0,0,3,1261
2021-01-24,84,262,189,81,616,6,38,14,2,60,75543,5,25,6,2,44641,0,6,3,3,12,0,0,1,3,782,0,0,1,4,1266
2021-01-25,426,1512,710,232,2880,58,201,86,39,384,75927,37,141,61,15,44895,0,8,5,3,16,0,0,0,2,784,0,0,0,2,1268
2021-01-26,356,1192,509,157,2214,61,152,74,18,305,76232,37,100,52,12,45096,0,1,5,3,9,0,0,0,2,786,0,0,0,2,1270
2021-01-27,180,613,259,101,1153,54,163,68,26,311,76543,30,118,44,20,45308,0,5,3,5,13,0,0,0,2,788,0,0,0,2,1272
2021-01-28,168,625,223,88,1104,51,144,61,35,291,76834,28,100,29,17,45482,0,4,3,6,13,0,0,0,1,789,0,0,0,2,1274
2021-01-29,156,522,245,98,1021,48,132,66,23,269,77103,26,89,45,14,45656,0,5,4,7,16,0,0,0,1,790,0,0,0,2,1276
2021-01-30,128,394,200,94,816,52,138,48,19,257,77360,31,88,42,12,45829,2,9,1,6,18,0,0,1,3,794,0,0,1,4,1281
2021-01-31,42,163,94,43,342,11,37,13,5,66,77426,5,21,4,4,45863,0,1,2,4,7,0,0,0,1,795,0,0,1,1,1283
2021-02-01,197,607,319,114,1237,60,168,83,21,332,77758,31,106,60,15,46075,0,4,5,4,13,0,0,0,1,796,0,0,0,4,1287
2021-02-02,182,558,258,84,1082,49,155,61,13,278,78036,22,95,45,11,46248,0,2,5,4,11,0,0,0,1,797,0,0,0,1,1288
2021-02-03,183,567,243,72,1065,51,150,52,18,271,78307,35,87,36,10,46416,0,4,5,6,15,0,0,0,0,797,0,0,0,0,1288
2021-02-04,166,489,211,83,949,51,122,47,10,230,78537,29,83,31,8,46567,0,5,4,6,15,0,0,0,0,0,0,0,0,0,1288
2021-02-05,143,418,207,76,844,46,115,39,15,215,78752,20,66,20,8,46681,0,5,5,1,11,0,0,0,0,0,0,0,0,0,1288
2021-02-06,109,324,170,74,677,45,84,39,9,177,78929,19,38,23,7,46768,0,3,6,4,13,0,0,0,0,0,0,0,0,0,1288
2021-02-07,50,132,91,52,325,5,15,12,7,39,78968,0,3,0,3,46774,0,4,1,3,8,0,0,0,0,0,0,0,0,0,1288
2021-02-08,49,175,112,71,407,33,82,29,13,157,79125,1,0,1,1,46777,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1288
